index	word	frequency	wortart	accent_p	syll_n
12865	Fersengeld	1	N	1	3
12866	fertig	425	A	1	2
12867	fertigen	79	V	1	3
12868	fertigbringen	52	V	1	4
12869	Fertighaus	4	N	1	3
12870	Fertigkeit	15	N	1	3
12871	fertigstellen	121	V	1	4
12872	Fertigstellung	48	N	1	4
12873	Fertigung	70	N	1	3
12874	Fertigungstechnik	3	N	1	5
12875	Fertigware	11	N	1	4
12876	fertil	1	A	2	2
12877	Fertilitaet	0	N	4	4
12881	fesseln	74	V	1	2
12882	Fessel	34	N	1	2
12883	fessellos	0	A	1	3
12886	festangestellt	4	A	1	4
12887	Festangestellte	1	N	1	5
12888	festbeissen	1	V	1	3
12889	festbinden	13	V	1	3
12890	Festessen	6	N	1	3
12891	festfahren	7	V	1	3
12892	Festgewand	2	N	1	3
12893	festhalten	258	V	1	3
12894	festheften	0	V	1	3
12895	festigen	174	V	1	3
12896	Festigkeit	38	N	1	3
12897	Festigung	212	N	1	3
12900	festklammern	6	V	1	3
12901	festkleben	3	V	1	3
12902	festknoten	0	V	1	3
12903	Festkoerper	2	N	1	3
12904	Festland	42	N	1	2
12905	festlegen	333	V	1	3
12906	Festlegung	78	N	1	3
12907	festlich	115	A	1	2
12908	Festlichkeit	11	N	1	3
12909	festliegen	6	V	1	3
12910	festmachen	11	V	1	3
12911	Festmahl	2	N	1	2
12912	Festmeter	6	N	1	3
12913	festnageln	10	V	1	3
12914	festnaehen	0	V	1	3
12915	Festnahme	45	N	1	3
12916	festnehmen	141	V	1	3
12917	Festplatz	7	N	1	2
12918	Festredner	5	N	1	3
12919	festrennen	0	V	1	3
12920	festsaugen	0	V	1	3
12921	festschnallen	4	V	1	3
12922	festschreiben	5	V	1	3
12923	Festschrift	6	N	1	2
12924	festsetzen	100	V	1	3
12925	Festsetzung	38	N	1	3
12926	festsitzen	4	V	1	3
12927	Festspiel	56	N	1	2
12928	feststehen	51	V	1	3
12929	feststehend	19	A	1	3
12930	feststellen	845	V	1	3
12931	Feststellung	311	N	1	3
12932	Festtag	55	N	1	2
12933	festtaeglich	3	A	1	3
12934	festtreten	1	V	1	3
12935	festumrissen	6	A	1	4
12936	Festung	83	N	1	2
12937	Festungsgraben	4	N	1	4
12938	Festvorstellung	1	N	1	4
12939	festwachsen	2	V	1	3
12940	Festwiese	2	N	1	3
12941	Festwoche	15	N	1	3
12942	Festzelt	8	N	1	2
12943	festziehen	1	V	1	3
12944	Festzug	14	N	1	2
12946	Fete	0	N	1	2
12948	fetischisieren	0	V	4	5
12949	Fetischismus	0	N	3	4
12950	Fetischist	0	N	3	3
12951	fetischistisch	0	A	3	4
12952	fetten	15	V	1	2
12955	Fettansatz	1	N	1	3
12956	fettarm	9	A	1	2
12957	Fettauge	0	N	1	3
12958	Fettbauch	0	N	1	2
12959	Fettbedarf	0	N	1	3
12960	Fettfleck	0	N	1	2
12961	fettfrei	2	A	1	2
12962	fettfuettern	0	V	1	3
12963	fettgedruckt	1	A	1	3
12964	Fettgehalt	29	N	1	3
12965	Fettgewebe	0	N	1	4
12966	fettglaenzend	0	A	1	3
12967	fetthaltig	0	A	1	3
12968	Fettheit	0	N	1	2
12969	fettig	5	A	1	2
12970	Fettkohle	2	N	1	3
12971	fettleibig	0	A	1	3
12972	Fettleibigkeit	0	N	1	4
12973	Fettpolster	2	N	1	3
12974	fetttriefend	1	A	1	3
12975	Fetttropfen	0	N	1	3
12976	Fetus	2	N	1	2
12977	fetzen	2	V	1	2
12978	Fetzchen	1	N	1	2
12979	fetzeln	0	V	1	2
12980	Fetzen	27	N	1	2
12982	feuchten	28	V	1	2
12983	Feuchte	4	N	1	2
12984	Feuchtigkeit	23	N	1	3
12985	Feuchtigkeitsgehalt	0	N	1	5
12987	Feudalismus	11	N	3	4
12988	feudalistisch	7	A	3	4
12989	Feudalitaet	0	N	4	4
12990	Feudalstaat	0	N	2	3
12991	Feudalsystem	1	N	2	4
12992	Feudalwesen	0	N	2	4
12993	feuern	46	V	1	2
12994	Feuer	324	N	1	2
12995	Feueralarm	1	N	1	4
12996	feuerbestaendig	0	A	1	5
12997	feuerfest	7	A	1	3
12998	feuergefaehrlich	1	A	1	5
12999	Feuerhaken	9	N	1	4
13000	Feuerherd	0	N	1	3
13001	Feuerloescher	3	N	1	4
13002	Feuermauer	0	N	1	4
13003	Feuermelder	3	N	1	4
13004	Feuerprobe	4	N	1	4
13005	feuerrot	7	A	1	3
13006	Feuersalamander	0	N	1	6
13007	Feuerschaden	1	N	1	4
13008	Feuersgefahr	0	N	1	4
13009	feuersicher	1	A	1	4
13010	Feuerung	5	N	1	3
13011	Feuerversicherung	4	N	1	6
13012	Feuerwehr	98	N	1	3
13013	feuerwerken	0	V	1	4
13014	Feuerwerk	31	N	1	3
13015	Feuerwerkskoerper	8	N	1	5
13016	Feuerzeug	20	N	1	3
13018	Feuilletonist	2	N	4	4
13019	feuilletonistisch	4	A	4	5
13020	Feuilletonstil	0	N	3	4
13021	feurig	23	A	1	2
13022	Fiaker	0	N	2	3
13024	Fibel	12	N	1	2
13025	Fiber	0	N	1	2
13026	Fibrille	0	N	2	3
13027	Fibrin	0	N	2	2
13029	fibroes	0	A	2	2
13031	Fichte	4	N	1	2
13032	Fichtenholz	2	N	1	3
13033	Fichtennadel	0	N	1	4
13034	ficken	0	V	1	2
13036	Fickmuehle	0	N	1	3
13038	Fidel	28	N	1	2
13040	Fieberanfall	0	N	1	4
13041	fieberfrei	4	A	1	3
13042	fieberig	1	A	1	3
13043	Fieberphantasie	1	N	1	5
13044	Fieberthermometer	3	N	1	6
13045	fiebrig	9	A	1	2
13047	fiedeln	1	V	1	2
13048	Fieder	0	N	1	2
13049	Fiederung	0	N	1	3
13050	Fiedler	4	N	1	2
13051	fiepen	1	V	1	2
13052	fieren	0	V	1	2
13056	figural	4	A	3	3
13057	Figurant	0	N	3	3
13058	Figuration	2	N	5	5
13059	figurativ	1	A	4	4
13060	figurieren	5	V	3	4
13061	Figurierung	0	N	3	4
13062	figuerlich	7	A	2	3
13064	fiktiv	15	A	2	2
13067	Filetarbeit	0	N	2	4
13068	filetieren	0	V	3	4
13070	Filialleiter	9	N	3	5
13072	filiert	0	A	2	2
13074	Filigranarbeit	0	N	3	5
13075	filmen	40	V	1	2
13077	Filmarchiv	6	N	1	3
13078	Filmatelier	0	N	1	5
13079	Filmdiva	1	N	1	3
13080	Filmfestival	12	N	1	4
13081	filmisch	11	A	1	2
13082	Filmkamera	6	N	1	4
13083	Filmproduzent	14	N	1	4
13084	Filmstar	20	N	1	2
13085	Filmstudio	5	N	1	4
13086	filtern	9	V	1	2
13087	Filter	30	N	1	2
13088	Filterung	1	N	1	3
13089	Filtration	0	N	4	4
13090	filtrieren	1	V	2	3
13091	Filtrierpapier	0	N	2	4
13092	filzen	2	V	1	2
13094	Filzhut	4	N	1	2
13095	filzig	1	A	1	2
13096	Filzstift	1	N	1	2
13097	final	3	A	2	2
13098	Finale	119	N	2	3
13099	Finalist	4	N	3	3
13100	Financier	2	N	4	4
13101	Finanz	77	N	2	2
13102	Finanzamt	55	N	2	3
13103	finanziell	378	A	4	4
13104	finanzieren	186	V	3	4
13105	Finanzier	5	N	4	4
13106	Finanzierung	265	N	3	4
13107	Finanzkrise	5	N	2	4
13108	Finanzplan	6	N	2	3
13109	finanzpolitisch	24	A	2	5
13110	finanzstark	17	A	2	3
13111	finden	4687	V	1	2
13112	Finder	7	N	1	2
13113	Finderlohn	2	N	1	3
13114	findig	7	A	1	2
13115	Findigkeit	4	N	1	3
13116	Findling	3	N	1	2
13117	Findung	2	N	1	2
13119	fingern	11	V	1	2
13120	Finger	359	N	1	2
13121	Fingerabdruck	1	N	1	4
13122	fingerbreit	1	A	1	3
13123	Fingerbreit	2	N	1	3
13124	Fingerfertigkeit	2	N	1	5
13125	Fingerglied	1	N	1	3
13126	Fingerhut	1	N	1	3
13127	Fingerkuppe	2	N	1	4
13128	Fingerling	0	N	1	3
13129	Fingernagel	32	N	1	4
13130	Fingerring	7	N	1	3
13131	Fingerspitze	23	N	1	4
13132	Fingerspitzengefuehl	2	N	1	6
13133	Fingeruebung	4	N	1	4
13138	Finne	17	N	1	2
13139	finnig	0	A	1	2
13142	Finnwal	0	N	1	2
13143	finster	63	A	1	2
13144	finstern	5	V	1	2
13145	Finsterkeit	0	N	1	3
13146	Finsterling	1	N	1	3
13147	Finsternis	43	N	1	3
13148	Finte	1	N	1	2
13149	fintenreich	0	A	1	3
13150	finzelig	0	A	1	3
13151	Firlefanz	3	N	1	3
13153	Firma	753	N	1	2
13155	Firmenbuch	0	N	1	3
13156	firmeneigen	2	A	1	4
13157	Firmeninhaber	2	N	1	5
13158	Firmenregister	0	N	1	5
13159	firmieren	4	V	2	3
13160	Firmpate	0	N	2	3
13161	Firmpatin	0	N	3	3
13164	Firstbalken	0	N	1	3
13165	Firstziegel	0	N	1	3
13166	fischen	20	V	1	2
13168	Fischadler	1	N	1	3
13169	fischaeugig	0	A	1	3
13170	Fischbein	0	N	1	2
13171	Fischblase	0	N	1	3
13172	Fischchen	1	N	1	2
13173	Fischer	150	N	1	2
13174	Fischerboot	6	N	1	3
13175	Fischerdorf	6	N	1	3
13176	Fischerei	15	N	3	3
13177	Fischgericht	1	N	1	3
13178	Fischgeschaeft	1	N	1	3
13179	Fischgraete	0	N	1	3
13180	Fischgraetenmuster	1	N	1	5
13181	Fischkonserve	5	N	1	4
13182	Fischleim	0	N	1	2
13183	Fischmehl	11	N	1	2
13184	Fischmesser	0	N	1	3
13185	Fischrogen	0	N	1	3
13186	fiskalisch	12	A	2	3
13189	fisteln	1	V	1	2
13190	Fistel	0	N	1	2
13191	Fistelstimme	1	N	1	4
13193	Fitzbohne	0	N	1	3
13194	Fitze	1	N	1	2
13196	Fixativ	0	N	3	3
13197	Fixer	0	N	1	2
13198	fixfertig	0	A	1	3
13199	fixieren	72	V	2	3
13200	Fixierbad	0	N	1	3
13201	Fixierung	15	N	1	3
13202	Fixstern	5	N	1	2
13206	Flaeche	183	N	1	2
13207	Flaechenausdehnung	0	N	1	5
13208	flaechendeckend	0	A	1	4
13209	Flaecheninhalt	0	N	1	4
13210	flachfallen	0	V	1	3
13211	Flachheit	0	N	1	2
13212	flaechig	1	A	1	2
13213	Flachkopf	1	N	1	2
13214	Flachland	12	N	1	2
13215	Flachlaender	1	N	1	3
13216	flachsen	2	V	1	2
13218	Fladen	3	N	1	2
13219	flaggen	6	V	1	2
13227	Flamingo	13	N	2	3
13229	flammen	28	V	1	2
13230	flaemmen	0	V	1	2
13231	Flamme	106	N	1	2
13233	Flaneur	0	N	2	2
13234	flanieren	1	V	2	3
13235	flanken	8	V	1	2
13236	Flanke	30	N	1	2
13237	Flankenangriff	0	N	1	4
13238	flankieren	12	V	2	3
13239	flanschen	0	V	1	2
13241	Flaeschchen	23	N	1	2
13242	Flasche	216	N	1	2
13243	Flaschenbier	11	N	1	3
13244	flaschengruen	5	A	1	3
13245	Flaschenhals	3	N	1	3
13246	Flaschenpost	2	N	1	3
13247	flattern	58	V	1	2
13248	Flattergeist	0	N	1	3
13249	flatterhaft	0	A	1	3
13250	Flatterhaftigkeit	0	N	1	5
13251	flatterig	0	A	1	3
13253	flattrig	0	A	1	2
13255	Flauheit	1	N	1	2
13257	Flaumacher	0	N	1	3
13258	flaumig	1	A	1	2
13259	flaumweich	0	A	1	2
13261	flauschig	4	A	1	2
13262	Flause	1	N	1	2
13263	Flausenmacher	0	N	1	4
13264	Flaute	12	N	1	2
13265	flechten	20	V	1	2
13266	Flechte	5	N	1	2
13267	Flechter	4	N	1	2
13268	Flechtwerk	2	N	1	2
13269	flecken	2	V	1	2
13271	Fleckchen	5	N	1	2
13272	fleckenlos	0	A	1	3
13273	Fleckenlosigkeit	0	N	1	5
13274	fleckig	0	A	1	2
13275	Fleckigkeit	0	N	1	3
13276	Flecktyphus	0	N	1	3
13277	fleddern	0	V	1	2
13278	Fledermaus	15	N	1	3
13279	flegeln	1	V	1	2
13280	Flegel	3	N	1	2
13281	flegelhaft	1	A	1	3
13282	Flegelhaftigkeit	0	N	1	5
13283	flegelig	0	A	1	3
13284	flehen	26	V	1	2
13285	flehentlich	3	A	1	3
13287	Fleischbruehe	4	N	1	3
13288	Fleischer	12	N	1	2
13289	Fleischerei	8	N	3	3
13290	Fleischeslust	0	N	1	3
13291	fleischfarbig	0	A	1	3
13292	Fleischgericht	1	N	1	3
13293	fleischig	7	A	1	2
13294	fleischlich	15	A	1	2
13295	fleischlos	1	A	1	2
13296	Fleischvergiftung	0	N	1	4
13297	Fleischwunde	2	N	1	3
13299	fleissig	142	A	1	2
13301	flektierbar	0	A	2	3
13302	flennen	0	V	1	2
13303	fletschen	3	V	1	2
13305	Flexibilitaet	20	N	5	5
13306	flicken	11	V	1	2
13307	Flickarbeit	3	N	1	3
13308	Flicker	0	N	1	2
13309	Flickerei	0	N	3	3
13310	Flickwerk	0	N	1	2
13311	Flieder	6	N	1	2
13312	fliederfarbig	0	A	1	4
13313	fliegen	629	V	1	2
13314	Fliege	87	N	1	2
13315	Fliegenfaenger	1	N	1	4
13316	Fliegenfenster	0	N	1	4
13317	Fliegengewicht	6	N	1	4
13318	Fliegenpilz	1	N	1	3
13319	Flieger	31	N	1	2
13320	Fliegerangriff	1	N	1	4
13321	Fliegerei	5	N	3	3
13322	fliehen	136	V	1	2
13323	fliehend	3	A	1	2
13324	fliesen	1	V	1	2
13325	Fliese	30	N	1	2
13326	Fliesenleger	8	N	1	4
13327	fliessen	191	V	1	2
13328	Fliessband	17	N	1	2
13329	flimmern	13	V	1	2
13330	Flimmer	6	N	1	2
13331	Flimmerkiste	1	N	1	4
13333	Flinkheit	0	N	1	2
13335	Flinte	4	N	1	2
13336	Flintenkugel	0	N	1	4
13337	Flintenschuss	0	N	1	3
13339	flirren	1	V	1	2
13341	Flitter	3	N	1	2
13342	Flitterglanz	0	N	1	3
13343	Flittergold	0	N	1	3
13344	Flitterstaat	0	N	1	3
13345	flitzen	11	V	1	2
13346	Flitzbogen	0	N	1	3
13347	flocken	0	V	1	2
13348	Flocke	0	N	1	2
13349	flockenfoermig	0	A	1	4
13351	floehen	0	V	1	2
13352	Flohzirkus	0	N	1	3
13354	Flora	13	N	1	2
13355	Florband	0	N	1	2
13361	floskelhaft	0	A	1	3
13363	floessbar	0	A	1	2
13364	Flosse	7	N	1	2
13366	Floetenblaeser	1	N	1	4
13367	floetengehen	0	V	1	4
13368	Floetenton	2	N	1	3
13370	Floetist	4	N	1	2
13372	Flotte	62	N	1	2
13373	flottieren	0	V	2	3
13375	flottmachen	2	V	1	3
13377	fluchen	28	V	1	2
13379	Flucher	0	N	1	2
13380	fluechten	143	V	1	2
13382	fluchtartig	5	A	1	3
13383	Fluchtgeschwindigkeit	7	N	1	5
13384	fluechtig	95	A	1	2
13385	Fluechtigkeit	1	N	1	3
13386	Fluechtigkeitsfehler	1	N	1	5
13387	Fluechtling	190	N	1	2
13388	Fluechtlingslager	11	N	1	4
13389	Fluchtlinie	2	N	1	4
13390	fluchtverdaechtig	0	A	1	4
13391	Fluchtversuch	8	N	1	3
13392	Fluchtweg	4	N	1	2
13393	fluchwuerdig	1	A	1	3
13395	Flugabwehr	1	N	1	3
13396	Flugbahn	23	N	1	2
13397	Flugblatt	55	N	1	2
13398	fluegeln	4	V	1	2
13399	Fluegel	169	N	1	2
13400	Fluegelschlag	1	N	1	3
13401	Flugfunk	0	N	1	2
13402	Fluggast	17	N	1	2
13403	fluegge	5	A	1	2
13404	Flughafen	186	N	1	3
13405	Fluglinie	7	N	1	4
13406	Flugloch	0	N	1	2
13407	Flugplan	8	N	1	2
13408	Flugplatz	160	N	1	2
13409	Flugpost	0	N	1	2
13410	Flugreise	17	N	1	3
13412	Flugsand	3	N	1	2
13413	Flugstunde	4	N	1	3
13414	Flugtechnik	0	N	1	3
13415	Flugverkehr	12	N	1	3
13416	Flugzeug	446	N	1	2
13417	Flugzeugabwehr	1	N	1	4
13418	Flugzeugfuehrer	9	N	1	4
13419	Flugzeugtraeger	27	N	1	4
13420	Fluktuation	11	N	5	5
13421	fluktuieren	0	V	3	4
13422	flunkern	3	V	1	2
13423	Flunkerei	1	N	3	3
13424	Fluor	3	N	1	2
13426	Fluoreszenz	0	N	4	4
13427	fluoreszieren	0	V	4	5
13430	Flurbereinigung	7	N	1	5
13434	fluessig	111	A	1	2
13435	Fluessigkeit	52	N	1	3
13436	fluessigmachen	0	V	1	4
13437	Flusslauf	5	N	1	2
13438	Flusspferd	8	N	2	2
13439	Flussregulierung	1	N	1	5
13440	Flussschiffahrt	0	N	1	3
13441	Flussufer	3	N	1	3
13442	fluestern	170	V	1	2
13443	Fluesterer	1	N	1	3
13444	Fluesterpropaganda	0	N	1	6
13445	Fluesterton	2	N	1	3
13446	fluten	5	V	1	2
13448	Flutwelle	9	N	1	3
13449	Flutzeit	0	N	1	2
13451	Fockmast	2	N	1	2
13453	Foederalismus	22	N	4	5
13454	foederalistisch	4	A	4	5
13455	Foederation	49	N	5	5
13456	foederativ	9	A	4	4
13458	Fohlen	5	N	1	2
13459	foehnen	0	V	1	2
13461	Foehnwind	0	N	1	2
13462	Foehre	3	N	1	2
13463	fokal	0	A	2	2
13465	fokussieren	0	V	3	4
13466	Fokussierung	0	N	3	4
13467	folgen	1133	V	1	2
13468	Folge	987	N	1	2
13469	Folgeerscheinung	9	N	1	5
13470	folgend	1138	A	1	2
13473	folgenreich	9	A	1	3
13474	folgenschwer	17	A	1	3
13475	folgern	39	V	1	2
13476	folgerichtig	40	A	1	4
13477	Folgerichtigkeit	5	N	1	5
13478	folgernd	1	A	1	2
13479	Folgerung	68	N	1	3
13480	folgewidrig	0	A	1	4
13481	Folgewidrigkeit	0	N	1	5
13482	Folgezeit	24	N	1	3
13484	folgsam	7	A	1	2
13485	Folgsamkeit	0	N	1	3
13486	Foliant	2	N	3	3
13488	foliieren	0	V	3	4
13489	Folio	0	N	1	3
13490	Folioband	0	N	1	4
13491	Folioblatt	0	N	1	4
13494	Folklorist	0	N	3	3
13495	folkloristisch	6	A	3	4
13497	foltern	15	V	1	2
13498	Folter	15	N	1	2
13499	Folterbank	0	N	1	3
13500	Folterer	0	N	1	3
13501	Folterkammer	9	N	1	4
13502	Folterung	8	N	1	3
13503	foenen	0	V	1	2
13509	forciert	16	A	2	2
13510	fordern	1652	V	1	2
13511	foerdern	397	V	1	2
13512	Foerderband	19	N	1	3
13513	Foerderer	20	N	1	3
13514	Foerderklasse	1	N	1	4
13515	Foerderleistung	10	N	1	4
13516	foerderlich	15	A	1	3
13517	Foerderprogramm	0	N	1	4
13518	Foerderstufe	0	N	1	4
13519	Forderung	1172	N	1	3
13520	Foerderung	245	N	1	3
13521	Foerderunterricht	1	N	1	5
13522	Foere	0	N	1	2
13523	Forelle	17	N	2	3
13524	Forint	2	N	1	2
13525	formen	85	V	1	2
13527	formal	96	A	1	2
13528	Formalin	0	N	3	3
13529	formalisieren	3	V	4	5
13530	Formalismus	9	N	3	4
13531	Formalist	0	N	3	3
13532	formalistisch	6	A	3	4
13533	Formalitaet	19	N	4	4
13534	formalrechtlich	3	A	2	4
13535	Format	67	N	2	2
13536	formatieren	0	V	3	4
13537	Formation	28	N	4	4
13538	formbar	1	A	1	2
13539	Formbarkeit	0	N	1	3
13540	Formel	143	N	1	2
13541	formell	61	A	2	2
13542	formelmaessig	1	A	1	4
13543	Formenlehre	0	N	1	4
13544	formenreich	2	A	1	3
13545	Former	4	N	1	2
13546	Formerei	0	N	3	3
13547	Formfehler	3	N	1	3
13548	Formgebung	8	N	1	3
13549	Formgestaltung	3	N	1	4
13552	Formierung	2	N	2	3
13553	foermlich	70	A	1	2
13554	Foermlichkeit	1	N	1	3
13555	formlos	4	A	1	2
13556	Formlosigkeit	0	N	1	4
13557	Formsache	7	N	1	3
13558	Formular	25	N	3	3
13559	formulieren	253	V	3	4
13560	Formulierung	173	N	3	4
13561	Formung	24	N	1	2
13562	formvollendet	4	A	1	4
13563	forschen	44	V	1	2
13565	Forsche	0	N	1	2
13566	Forscher	256	N	1	2
13567	Forschung	594	N	1	2
13568	Forschungsarbeit	42	N	1	4
13569	Forschungsauftrag	6	N	1	4
13570	Forschungsbereich	6	N	1	4
13571	Forschungsbericht	16	N	1	4
13572	Forschungsergebnis	41	N	1	5
13573	Forschungsgruppe	2	N	1	4
13574	Forschungsinstitut	49	N	1	5
13575	Forschungsmethode	4	N	1	5
13576	Forschungsprojekt	1	N	1	4
13577	Forschungsstelle	10	N	1	4
13578	Forschungszentrum	6	N	1	4
13580	Forstamt	3	N	1	2
13581	Foerster	101	N	1	2
13582	Foersterei	13	N	3	3
13583	Forstmeister	3	N	1	3
13584	Forstrevier	2	N	1	3
13585	Forstverwaltung	2	N	1	4
13586	Forstwirt	1	N	1	2
13591	Fortbestand	35	N	1	3
13592	fortbestehen	9	V	1	4
13593	fortbewegen	4	V	1	4
13594	Fortbewegung	4	N	1	4
13595	fortbilden	6	V	1	3
13596	Fortbildung	32	N	1	3
13597	fortbleiben	0	V	1	3
13598	fortbringen	1	V	1	3
13599	fortdauern	5	V	1	3
13600	Fortdauer	19	N	1	3
13601	fortdauernd	18	A	1	3
13603	Forte	0	N	1	2
13604	fortentwickeln	0	V	1	4
13605	Fortentwicklung	25	N	1	4
13606	forterben	0	V	1	3
13607	fortfahren	38	V	1	3
13608	fortfallen	12	V	1	3
13609	Fortfall	12	N	1	2
13610	fortfliegen	0	V	1	3
13611	fortfuehren	51	V	1	3
13612	Fortfuehrung	39	N	1	3
13613	Fortgang	37	N	1	2
13614	fortgehen	16	V	1	3
13615	fortgeschritten	45	A	1	4
13616	Fortgeschrittene	14	N	1	5
13617	fortgesetzt	146	A	1	3
13618	forthaben	0	V	1	3
13620	Fortifikation	3	N	6	6
13621	fortifizieren	0	V	4	5
13623	fortjagen	3	V	1	3
13624	fortkommen	4	V	1	3
13625	Fortkommen	2	N	1	3
13626	fortkoennen	0	V	1	3
13627	fortlaufen	17	V	1	3
13628	fortleben	9	V	1	3
13629	fortmuessen	2	V	1	3
13630	fortpflanzen	4	V	1	3
13631	Fortpflanzung	5	N	1	3
13632	fortreissen	7	V	1	3
13633	fortrennen	2	V	1	3
13634	fortschaffen	2	V	1	3
13635	fortscheren	0	V	1	3
13636	fortschicken	5	V	1	3
13637	fortschreiten	23	V	1	3
13638	fortschreitend	62	A	1	3
13639	Fortschritt	742	N	1	2
13640	fortschrittlich	252	A	1	3
13641	fortsetzen	330	V	1	3
13642	Fortsetzung	829	N	1	3
13643	fortstehlen	0	V	1	3
13645	fortwaehren	10	V	1	3
13646	fortwaehrend	21	A	1	3
13647	fortwerfen	5	V	1	3
13648	fortwollen	0	V	1	3
13649	fortziehen	4	V	1	3
13650	Forum	75	N	1	2
13652	Fossil	8	N	2	2
13653	foetal	0	A	2	2
13654	Foto	927	N	1	2
13655	Fotoalbum	20	N	1	4
13657	Fotograf	63	N	3	3
13658	Fotografie	24	N	4	4
13659	fotografieren	79	V	4	5
13660	fotografisch	19	A	3	4
13661	Fotomodell	5	N	1	4
13664	frachten	0	V	1	2
13666	Frachtbrief	2	N	1	2
13667	Frachter	53	N	1	2
13668	frachtfrei	4	A	1	2
13669	Frachtgut	3	N	1	2
13670	Frachtschiff	7	N	1	2
13672	fragen	2461	V	1	2
13673	Frage	5354	N	1	2
13674	Fragebogen	30	N	1	4
13675	Frager	6	N	1	2
13676	Fragerei	4	N	3	3
13677	Fragesatz	6	N	1	3
13678	Fragesteller	14	N	1	4
13679	Fragestellung	91	N	1	4
13680	Fragewort	1	N	1	3
13681	Fragezeichen	21	N	1	4
13682	fragil	1	A	2	2
13683	Fragilitaet	0	N	4	4
13684	fraglich	73	A	1	2
13685	Fraglichkeit	1	N	1	3
13688	fragmentarisch	5	A	3	4
13689	fragwuerdig	84	A	1	3
13690	Fragwuerdigkeit	26	N	1	4
13692	fraktionell	2	A	4	4
13693	fraktionieren	2	V	4	5
13697	Frankiermaschine	1	N	2	5
13698	fraenkisch	361	A	1	2
13699	frankophil	0	A	3	3
13701	fransen	1	V	1	2
13702	Franse	3	N	1	2
13703	fransig	0	A	1	2
13708	Franzoesisch	46	N	2	3
13709	frappant	1	A	2	2
13710	frappieren	7	V	2	3
13711	fraesen	0	V	1	2
13712	Fraese	12	N	1	2
13713	Fraeser	4	N	1	2
13715	fraternisieren	0	V	4	5
13716	Fraternitaet	0	N	4	4
13718	Frauenarzt	9	N	1	3
13719	Frauenbewegung	3	N	1	5
13720	frauenhaft	0	A	1	3
13721	Frauenrecht	0	N	1	3
13722	frauenrechtlerisch	1	A	1	5
13723	Frauenzimmer	6	N	1	4
13724	Fraeulein	260	N	1	2
13725	fraulich	8	A	1	2
13726	Fraulichkeit	1	N	1	3
13728	Frechheit	6	N	1	2
13731	freien	533	V	1	2
13732	Freibad	26	N	1	2
13733	freibekommen	4	V	1	4
13734	freiberuflich	7	A	1	4
13736	Freibier	5	N	1	2
13737	freibleiben	8	V	1	3
13738	Freibord	0	N	1	2
13739	Freidenker	4	N	1	3
13740	freidenkerisch	0	A	1	4
13741	Freier	23	N	1	2
13742	Freiexemplar	0	N	1	4
13743	freigeben	98	V	1	3
13744	freigebig	7	A	1	3
13745	Freigebigkeit	1	N	1	4
13746	Freigelassene	3	N	1	5
13747	Freihandel	3	N	1	3
13748	freihaendig	7	A	1	3
13749	Freiheit	1359	N	1	2
13750	freiheitlich	51	A	1	3
13751	Freiheitsdrang	0	N	1	3
13752	freiheitsfeindlich	0	A	1	4
13753	Freiheitsgrad	0	N	1	3
13754	freiheitsliebend	10	A	1	4
13755	Freiheitsstatue	4	N	1	5
13757	Freikarte	3	N	1	3
13758	freikaufen	1	V	1	3
13759	freilassen	37	V	1	3
13760	Freilassung	57	N	1	3
13762	Freilichtbuehne	17	N	1	4
13763	freimachen	30	V	1	3
13764	Freimachung	3	N	1	3
13765	Freimarke	0	N	1	3
13766	Freimaurer	3	N	1	3
13767	Freimaurerloge	0	N	1	5
13768	freimuetig	31	A	1	3
13769	Freimuetigkeit	3	N	1	4
13770	Freispruch	24	N	1	2
13771	freistehen	6	V	1	3
13772	freistellen	25	V	1	3
13773	Freitag	908	N	1	2
13775	Freitod	16	N	1	2
13776	Freiwild	4	N	1	2
13777	freiwillig	325	A	1	3
13778	Freiwilligkeit	10	N	1	4
13779	Freizeit	101	N	1	2
13780	freizuegig	6	A	1	3
13781	Freizuegigkeit	25	N	1	4
13783	fremden	144	V	1	2
13784	fremdartig	11	A	1	3
13785	Fremdartigkeit	1	N	1	4
13786	Fremdenlegion	19	N	1	5
13787	fremdgehen	0	V	1	3
13788	Fremdkoerper	14	N	1	3
13789	Fremdsprache	16	N	1	3
13790	Fremdwort	20	N	1	2
13792	frequent	0	A	2	2
13793	frequentieren	6	V	3	4
13794	Frequenz	23	N	2	2
13796	Fresko	0	N	1	2
13797	Freskomalerei	0	N	1	5
13798	fressen	100	V	1	2
13799	Fresser	3	N	1	2
13800	Fressgier	0	N	1	2
13801	fretten	0	V	1	2
13802	freuen	314	V	1	2
13803	Freude	518	N	1	2
13804	freudenlos	0	A	1	3
13805	Freudenmaedchen	3	N	1	4
13806	freudenreich	1	A	1	3
13807	Freudenruf	1	N	1	3
13808	freudestrahlend	5	A	1	4
13810	freudig	59	A	1	2
13811	Freudigkeit	2	N	1	3
13812	freudlos	4	A	1	2
13813	Freudlosigkeit	0	N	1	4
13816	Freundin	170	N	1	2
13817	freundlich	396	A	1	2
13819	Freundschaft	553	N	1	2
13820	freundschaftlich	193	A	1	3
13821	frevel	0	A	1	2
13822	freveln	0	V	1	2
13823	Frevel	8	N	1	2
13824	frevelhaft	5	A	1	3
13825	Frevelhaftigkeit	0	N	1	5
